Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutant	AirPollutantCode	ObservationDateBegin	ObservationDateEnd	Projection	Longitude	Latitude	Altitude	MeasurementType	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMATH1	BEMATH1	0ATH01	SPO-BEMATH1_05018_100	SPP-BEMATH1_05018_1	SAM-BEMATH1_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2008-01-01 00:00:00.0000000		EPSG:4979	3.77522668638518	50.6351172527829	32	automatic	industrial	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE01	BEMBE01	00BE01	SPO-BEMBE01_05012_100	SPP-BEMBE01_05012_2	SAM-BEMBE01_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-01-01 00:00:00.0000000		EPSG:4979	4.82133221210363	51.323969920072	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE01	BEMBE01	00BE01	SPO-BEMBE01_05014_100	SPP-BEMBE01_05014_2	SAM-BEMBE01_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-01-01 00:00:00.0000000		EPSG:4979	4.82133221210363	51.323969920072	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE01	BEMBE01	00BE01	SPO-BEMBE01_05015_100	SPP-BEMBE01_05015_2	SAM-BEMBE01_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-01-01 00:00:00.0000000		EPSG:4979	4.82133221210363	51.323969920072	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE01	BEMBE01	00BE01	SPO-BEMBE01_05018_100	SPP-BEMBE01_05018_2	SAM-BEMBE01_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-01-01 00:00:00.0000000		EPSG:4979	4.82133221210363	51.323969920072	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE02	BEMBE02	00BE02	SPO-BEMBE02_05012_100	SPP-BEMBE02_05012_2	SAM-BEMBE02_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-01-01 00:00:00.0000000		EPSG:4979	4.80281659843671	51.3320836856809	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE02	BEMBE02	00BE02	SPO-BEMBE02_05014_100	SPP-BEMBE02_05014_2	SAM-BEMBE02_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-01-01 00:00:00.0000000		EPSG:4979	4.80281659843671	51.3320836856809	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE02	BEMBE02	00BE02	SPO-BEMBE02_05015_100	SPP-BEMBE02_05015_2	SAM-BEMBE02_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-01-01 00:00:00.0000000		EPSG:4979	4.80281659843671	51.3320836856809	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE02	BEMBE02	00BE02	SPO-BEMBE02_05018_100	SPP-BEMBE02_05018_2	SAM-BEMBE02_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-01-01 00:00:00.0000000		EPSG:4979	4.80281659843671	51.3320836856809	29	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE07	BEMBE07	00BE07	SPO-BEMBE07_05012_100	SPP-BEMBE07_05012_1	SAM-BEMBE07_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-06-01 00:00:00.0000000		EPSG:4979	4.82174446985953	51.3250559115038	35	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE07	BEMBE07	00BE07	SPO-BEMBE07_05014_100	SPP-BEMBE07_05014_1	SAM-BEMBE07_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-06-01 00:00:00.0000000		EPSG:4979	4.82174446985953	51.3250559115038	35	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE07	BEMBE07	00BE07	SPO-BEMBE07_05015_100	SPP-BEMBE07_05015_1	SAM-BEMBE07_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-06-01 00:00:00.0000000		EPSG:4979	4.82174446985953	51.3250559115038	35	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE07	BEMBE07	00BE07	SPO-BEMBE07_05018_100	SPP-BEMBE07_05018_1	SAM-BEMBE07_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-06-01 00:00:00.0000000		EPSG:4979	4.82174446985953	51.3250559115038	35	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE15	BEMBE15	00BE15	SPO-BEMBE15_05012_100	SPP-BEMBE15_05012_1	SAM-BEMBE15_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2011-09-02 00:00:00.0000000		EPSG:4979	4.82402601013003	51.3221889142151	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE15	BEMBE15	00BE15	SPO-BEMBE15_05014_100	SPP-BEMBE15_05014_1	SAM-BEMBE15_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2011-09-02 00:00:00.0000000		EPSG:4979	4.82402601013003	51.3221889142151	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE15	BEMBE15	00BE15	SPO-BEMBE15_05015_100	SPP-BEMBE15_05015_1	SAM-BEMBE15_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2011-09-02 00:00:00.0000000		EPSG:4979	4.82402601013003	51.3221889142151	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE15	BEMBE15	00BE15	SPO-BEMBE15_05018_100	SPP-BEMBE15_05018_1	SAM-BEMBE15_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2011-09-02 00:00:00.0000000		EPSG:4979	4.82402601013003	51.3221889142151	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE16	BEMBE16	00BE16	SPO-BEMBE16_05012_100	SPP-BEMBE16_05012_1	SAM-BEMBE16_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2014-06-01 00:00:00.0000000		EPSG:4979	4.82419343943832	51.326098126792	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE16	BEMBE16	00BE16	SPO-BEMBE16_05014_100	SPP-BEMBE16_05014_1	SAM-BEMBE16_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2014-06-01 00:00:00.0000000		EPSG:4979	4.82419343943832	51.326098126792	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE16	BEMBE16	00BE16	SPO-BEMBE16_05015_100	SPP-BEMBE16_05015_1	SAM-BEMBE16_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2015-06-01 00:00:00.0000000		EPSG:4979	4.82419343943832	51.326098126792	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMBE16	BEMBE16	00BE16	SPO-BEMBE16_05018_100	SPP-BEMBE16_05018_1	SAM-BEMBE16_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2014-06-01 00:00:00.0000000		EPSG:4979	4.82419343943832	51.326098126792	28	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA1	BEMCHA1	0CHA01	SPO-BEMCHA1_05012_100	SPP-BEMCHA1_05012_1	SAM-BEMCHA1_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2008-01-01 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA1	BEMCHA1	0CHA01	SPO-BEMCHA1_05014_100	SPP-BEMCHA1_05014_1	SAM-BEMCHA1_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2008-01-01 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA1	BEMCHA1	0CHA01	SPO-BEMCHA1_05015_100	SPP-BEMCHA1_05015_1	SAM-BEMCHA1_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2008-01-01 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA1	BEMCHA1	0CHA01	SPO-BEMCHA1_05018_100	SPP-BEMCHA1_05018_1	SAM-BEMCHA1_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2008-01-01 00:00:00.0000000		EPSG:4979	4.45217178104986	50.4093114524138	115	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA2	BEMCHA2	0CHA02	SPO-BEMCHA2_05012_100	SPP-BEMCHA2_05012_1	SAM-BEMCHA2_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2009-01-01 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA2	BEMCHA2	0CHA02	SPO-BEMCHA2_05014_100	SPP-BEMCHA2_05014_1	SAM-BEMCHA2_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2009-01-01 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA2	BEMCHA2	0CHA02	SPO-BEMCHA2_05015_100	SPP-BEMCHA2_05015_1	SAM-BEMCHA2_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2009-01-01 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMCHA2	BEMCHA2	0CHA02	SPO-BEMCHA2_05018_100	SPP-BEMCHA2_05018_1	SAM-BEMCHA2_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2009-01-01 00:00:00.0000000		EPSG:4979	4.45868085802172	50.4289953932951	135	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMENG1	BEMENG1	0ENG01	SPO-BEMENG1_05012_100	SPP-BEMENG1_05012_1	SAM-BEMENG1_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2008-01-01 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMENG1	BEMENG1	0ENG01	SPO-BEMENG1_05014_100	SPP-BEMENG1_05014_1	SAM-BEMENG1_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2008-01-01 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMENG1	BEMENG1	0ENG01	SPO-BEMENG1_05015_100	SPP-BEMENG1_05015_1	SAM-BEMENG1_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2008-01-01 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMENG1	BEMENG1	0ENG01	SPO-BEMENG1_05018_100	SPP-BEMENG1_05018_1	SAM-BEMENG1_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2008-01-01 00:00:00.0000000		EPSG:4979	5.39744605012733	50.5836143477672	135	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK02	BEMGK02	00GK02	SPO-BEMGK02_05012_100	SPP-BEMGK02_05012_2	SAM-BEMGK02_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-01-01 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.51867078397489	50.936466376033	75	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK02	BEMGK02	00GK02	SPO-BEMGK02_05014_100	SPP-BEMGK02_05014_2	SAM-BEMGK02_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-01-01 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.51867078397489	50.936466376033	75	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK02	BEMGK02	00GK02	SPO-BEMGK02_05015_100	SPP-BEMGK02_05015_2	SAM-BEMGK02_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-01-01 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.51867078397489	50.936466376033	75	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK02	BEMGK02	00GK02	SPO-BEMGK02_05018_100	SPP-BEMGK02_05018_2	SAM-BEMGK02_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-01-01 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.51867078397489	50.936466376033	75	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK03	BEMGK03	00GK03	SPO-BEMGK03_05012_100	SPP-BEMGK03_05012_1	SAM-BEMGK03_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2006-02-18 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.50770223978059	50.930666615707	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK03	BEMGK03	00GK03	SPO-BEMGK03_05014_100	SPP-BEMGK03_05014_1	SAM-BEMGK03_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2006-02-18 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.50770223978059	50.930666615707	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK03	BEMGK03	00GK03	SPO-BEMGK03_05015_100	SPP-BEMGK03_05015_1	SAM-BEMGK03_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2006-02-18 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.50770223978059	50.930666615707	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK03	BEMGK03	00GK03	SPO-BEMGK03_05018_100	SPP-BEMGK03_05018_1	SAM-BEMGK03_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2006-02-18 00:00:00.0000000	2014-01-01 00:00:00.0000000	EPSG:4979	5.50770223978059	50.930666615707	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK05	BEMGK05	00GK05	SPO-BEMGK05_05012_100	SPP-BEMGK05_05012_1	SAM-BEMGK05_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2006-03-28 00:00:00.0000000		EPSG:4979	5.52683768631823	50.9404947165244	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK05	BEMGK05	00GK05	SPO-BEMGK05_05014_100	SPP-BEMGK05_05014_1	SAM-BEMGK05_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2006-03-28 00:00:00.0000000		EPSG:4979	5.52683768631823	50.9404947165244	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK05	BEMGK05	00GK05	SPO-BEMGK05_05015_100	SPP-BEMGK05_05015_1	SAM-BEMGK05_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2006-03-28 00:00:00.0000000		EPSG:4979	5.52683768631823	50.9404947165244	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK05	BEMGK05	00GK05	SPO-BEMGK05_05018_100	SPP-BEMGK05_05018_1	SAM-BEMGK05_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2006-03-28 00:00:00.0000000		EPSG:4979	5.52683768631823	50.9404947165244	83	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK11	BEMGK11	00GK11	SPO-BEMGK11_05012_100	SPP-BEMGK11_05012_1	SAM-BEMGK11_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2009-05-01 00:00:00.0000000		EPSG:4979	5.52037278124878	50.9316128808156	45	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK11	BEMGK11	00GK11	SPO-BEMGK11_05014_100	SPP-BEMGK11_05014_1	SAM-BEMGK11_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2009-05-01 00:00:00.0000000		EPSG:4979	5.52037278124878	50.9316128808156	45	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK11	BEMGK11	00GK11	SPO-BEMGK11_05015_100	SPP-BEMGK11_05015_1	SAM-BEMGK11_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2009-05-01 00:00:00.0000000		EPSG:4979	5.52037278124878	50.9316128808156	45	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGK11	BEMGK11	00GK11	SPO-BEMGK11_05018_100	SPP-BEMGK11_05018_1	SAM-BEMGK11_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2009-09-01 00:00:00.0000000		EPSG:4979	5.52037278124878	50.9316128808156	45	automatic	industrial	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGN05	BEMGN05	00GN05	SPO-BEMGN05_05012_100	SPP-BEMGN05_05012_2	SAM-BEMGN05_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-01-01 00:00:00.0000000		EPSG:4979	3.71587677642565	51.0265258927353	10	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGN05	BEMGN05	00GN05	SPO-BEMGN05_05014_100	SPP-BEMGN05_05014_2	SAM-BEMGN05_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2005-01-01 00:00:00.0000000		EPSG:4979	3.71587677642565	51.0265258927353	10	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGN05	BEMGN05	00GN05	SPO-BEMGN05_05015_100	SPP-BEMGN05_05015_2	SAM-BEMGN05_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2005-01-01 00:00:00.0000000		EPSG:4979	3.71587677642565	51.0265258927353	10	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMGN05	BEMGN05	00GN05	SPO-BEMGN05_05018_100	SPP-BEMGN05_05018_2	SAM-BEMGN05_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2005-01-01 00:00:00.0000000		EPSG:4979	3.71587677642565	51.0265258927353	10	automatic	background	urban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMH201	BEMH201	00H201	SPO-BEMH201_05012_100	SPP-BEMH201_05012_1	SAM-BEMH201_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2013-01-01 00:00:00.0000000		EPSG:4979	5.54746418257081	50.6249915692964	160	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMH201	BEMH201	00H201	SPO-BEMH201_05014_100	SPP-BEMH201_05014_1	SAM-BEMH201_05014	Cd in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	2013-01-01 00:00:00.0000000		EPSG:4979	5.54746418257081	50.6249915692964	160	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMH201	BEMH201	00H201	SPO-BEMH201_05015_100	SPP-BEMH201_05015_1	SAM-BEMH201_05015	Ni in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	2013-01-01 00:00:00.0000000		EPSG:4979	5.54746418257081	50.6249915692964	160	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Wallonia	STA-BEMH201	BEMH201	00H201	SPO-BEMH201_05018_100	SPP-BEMH201_05018_1	SAM-BEMH201_05018	As in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	2013-01-01 00:00:00.0000000		EPSG:4979	5.54746418257081	50.6249915692964	160	automatic	background	suburban	ref		2	-999	-999
BE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC	BE.CELINE-IRCEL.AQ	NET-Flanders	STA-BEMHB01	BEMHB01	00HB01	SPO-BEMHB01_05012_100	SPP-BEMHB01_05012_2	SAM-BEMHB01_05012	Pb in PM10	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	2005-01-01 00:00:00.0000000		EPSG:4979	4.33996021329171	51.1721494379358	10	automatic	industrial	suburban	ref		2	-999	-999
